"text,created_at"
"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously was just being sarcastic. Bolton was such a jerk!,09-07-2020 15:44:54"
"RT @realDonaldTrump: Rochester N.Y. Brooklyn N.Y. Portland - All had bad nights all weakly run by Radical Left Democrat Governors and Ma…,09-07-2020 16:12:59"
"RT @realDonaldTrump: Starting to get VERY high marks in our handling of the Coronavirus (China Virus) especially when compared to other co…,09-07-2020 16:13:22"
"RT @realDonaldTrump: 10.6 Million Jobs Created In Just 4 Months A Record!!!,09-07-2020 16:13:43"
"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER unless a very Sleepy person becomes President and massively raises your taxes - In which case CRASH!,09-07-2020 16:24:30"
"Exclusive: Zach Fuentes Top Aide to John Kelly Denies Atlantic Story About Trump https://t.co/RXrpKhdPb1 via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important ever Election!,09-07-2020 16:49:56"
"https://t.co/FpWDpppwqa,09-07-2020 17:18:55"
"Congratulations to Dustin Johnson @DJohnsonPGA on not only a great winning streak and golf season but on capping it off with a fantastic @PGA Tour Championship and becoming the 2020 FEDEXCUP Champion. Dustin is a true WINNER in so many ways!,09-07-2020 22:30:32"
"RT @TVNewsHQ: Awkward. Kamala Harris just got introduced for media questions and says: ""I think we're all done.” https://t.co/dBf57SzwMd,09-07-2020 22:42:59"
"RT @TVNewsHQ: Fox’s @jessebwatters hits Dems for not trusting Trump on Covid vaccine: “They are undermining confidence in the exact vaccine…,09-07-2020 22:43:07"
"RT @TVNewsHQ: Watch: Fox News’ @GeraldoRivera slams The Atlantic and Dems for “conjuring up” a “hit job” against President @realDonaldTrump…,09-07-2020 22:44:52"
"RT @TVNewsHQ: President Trump says the press “should be ashamed of themselves” for ignoring Hunter Biden allegedly using his father’s offic…,09-07-2020 22:47:33"
".@CNN IS FAKE NEWS and all smart people know that! https://t.co/fqykkHxmx5,09-07-2020 22:50:51"
"RT @TVNewsHQ: Watch: YouTube has become “a key battleground for the Trump campaign” — The Hill’s media reporter @JoeConchaTV tells Fox http…,09-07-2020 22:54:03"
"RT @TVNewsHQ: Nancy Pelosi appeared on MSNBC's ‘AM Joy’ on Sunday when there were ZERO questions about her salon visit and disrespect for C…,09-07-2020 22:54:30"
"The Fake News knows that Sleepy Joe doesn’t have a clue and they want to protect his Radical Left Democrat enablers. He is so bad for the USA! https://t.co/saiRilw6xi,09-07-2020 23:00:20"
"Great job Erin. Just a 4 year continuation of the Great American Hoax! https://t.co/ZFY4JEGfPZ,09-07-2020 23:04:39"
"RT @TVNewsHQ: Mainstream media “exposed for trying to have it both ways” — Fox News guest @gayletrotter on the media firestorm over Preside…,09-07-2020 23:06:38"
"RT @TVNewsHQ: “It’s like the hacks all got the same memo. Find a calm street take a picture and use it to declare four million miles of A…,09-07-2020 23:09:22"
"RT @TVNewsHQ: Fox’s @JesseBWatters on violence in Dem cities: “Biden is tacitly acknowledging Democrats are committing crime and says ‘we’l…,09-07-2020 23:09:34"
"RT @TVNewsHQ: Fox News’ @JesseBWatters: “Something very mysterious is happening here in America. There’s a campaign to program you — you’re…,09-07-2020 23:09:49"
"RT @TVNewsHQ: “When it comes to Donald Trump the media is an attack dog. When it comes to Joe Biden the media is a lap dog” — GOP strateg…,09-07-2020 23:10:31"
"RT @PeteHegseth: This Atlantic “story” is nothing but a textbook Leftist hit-job. Always anonymous. Always coordinated. And as we’ve seen…,09-07-2020 23:10:40"
"RT @TVNewsHQ: Fox’s @greggutfeld on Atlantic’s story: “Don’t you find it the least bit questionable that the Biden campaign - perhaps the s…,09-07-2020 23:13:17"
"RT @TVNewsHQ: President Trump says the questions that the media ask to Joe Biden ""were meant for a child."" https://t.co/Sn9ZSneCxn,09-07-2020 23:14:11"
"RT @TVNewsHQ: “Look at the Dow go!” Fox Business host reacts as 1.37 million jobs are created according to new figures out this morning wi…,09-07-2020 23:20:38"
"Get Out and Vote for Matt @Mowers! https://t.co/WIZxJQUJxJ,09-08-2020 01:18:11"
"Get Out and Vote for Corky Messner (@CorkyForSenate)! https://t.co/F2t0SMiwLr,09-08-2020 01:18:30"
"RT @EricTrump: Jupiter Florida!!! https://t.co/PjCbAHDw1y,09-08-2020 01:30:13"
"RT @TrumpStudents: This San Diego California boat parade for @realDonaldTrump is HUGE https://t.co/1QboKtIUc0,09-08-2020 01:31:36"
"Congratulations Erica. Fantastic WIN! https://t.co/WAHIg0VnEv,09-08-2020 01:33:26"
"Winners All! https://t.co/2R5qutk0W8,09-08-2020 01:35:20"
"RT @EricTrump: 🇺🇸🇺🇸🇺🇸,09-08-2020 01:36:31"
"RT @Rasmussen_Poll: HUGE NUMBERS: Trump Approval Surges to 52% - Black Voter Approval Jumps to 45% in Race Against Joe Biden https://t.co/P…,09-08-2020 01:36:47"
"RT @EricTrump: Trump boat parade in Pensacola Florida! #KeepAmericaGreat 🇺🇸🇺🇸🇺🇸 https://t.co/3UjOJNPIcC,09-08-2020 01:37:14"
"RT @DonaldJTrumpJr: Wow an Air Force vet calls Biden out for voting for the Iraq War""We are wondering why we should vote for someone who…,09-08-2020 01:39:16"
"This guy is given the answer to questions which he reads from his teleprompter. Is Donna  involved in this scam? Could you imagine if I got caught doing this. The media will never report this scam (FAKE) candidate. Sad! https://t.co/ywvgsZAmEd,09-08-2020 01:46:44"
"RT @AdamLaxalt: 🚨 🚨 @realDonaldTrump is coming to Nevada for rally events in Reno and Las Vegas! This double stop shows how important winni…,09-08-2020 01:47:12"
"RT @hughhewitt: My new @WashingtonPost column focuses on Friday’s announcement of the Kosovo-Serbia accord and MSM inability to focus on cr…,09-08-2020 01:51:31"
"RT @washingtonpost: Hugh Hewitt writes in Opinions: Pay attention to Trump’s real successes not media distractions https://t.co/FhcDPvBoMz,09-08-2020 01:51:41"
"RT @hughhewitt: Elite media all but ignored the immense significance of the Kosovo-Serbia agreement — two countries whose enmity has requir…,09-08-2020 01:52:44"
"RT @MZHemingway: Trump's words today about the military industrial complex's power in the Pentagon evoke Eisenhower's warning of same in hi…,09-08-2020 01:55:35"
"RT @MZHemingway: Nice short video about President Dwight D. Eisenhower's ""Military-Industrial Complex"" speech and how important he felt it…,09-08-2020 01:56:59"
"RT @MZHemingway: You are free to dislike and hysterically respond to any and all criticism of the military industrial complex. You are not…,09-08-2020 01:58:13"
"RT @MZHemingway: Oh dear. MSNBC host apparently completely unfamiliar with Dwight Eisenhower's famous ""military industrial complex"" speech.…,09-08-2020 01:58:42"
"RT @ggreenwald: After fighting a brutal war &amp; then serving eight years as US President here was Dwight Eisenhower's 1961 warning about the…,09-08-2020 01:59:31"
"RT @BryanDeanWright: President Eisenhower said much the same back in 1961 warning the nation about the Military Industrial Complex.Trump…,09-08-2020 01:59:46"
"RT @ggreenwald: Here's a lesser-known part of Eisenhower's Farewell Address. He had 16 minutes on TV to warn Americans of what he thought t…,09-08-2020 02:00:02"
"RT @AmirAminiMD: Unprecedented except President Dwight Eisenhower said the exact same thing in 1961. And he was absolutely right. https://t…,09-08-2020 02:00:20"
"The Real Polls are starting to look GREAT! We will be having an even bigger victory than that of 2016. The Radical Left Anarchists Agitators Looters and just plain Lunatics will not be happy but they will behave!,09-08-2020 02:23:33"
"BLM Protesters horribly harass elderly Pittsburgh diners scaring them with loud taunts while taking their food right off their plate. These Anarchists not protesters are Biden voters but he has no control and nothing to say. Disgraceful. Never seen anything like it. Thugs!,09-08-2020 11:20:27"
"....And because of weak and pathetic Democrat leadership this thuggery is happening in other Democrat run cities and states. Must shut them down fast. Biden and his most Liberal in Senate running mate Kamala won’t even talk about it. They won’t utter the words LAW &amp; ORDER!,09-08-2020 11:20:28"
"RT @bennyjohnson: Hi Pennsylvania Here is what Joe Biden voters are doing to your peaceful elderly population https://t.co/sjKoXZs4lz,09-08-2020 11:22:11"
"RT @seanmdav: Jake Tapper personally intervened in a tight congressional race and told @SeanParnellUSA not to challenge a vulnerable Democr…,09-08-2020 11:23:08"
"RT @Alyssafarah: Lt Gen. Keith Kellogg Sec Pompeo (Army retired) SecDef Esper (Army) NSA Robert O’Brien (Army) Sec of VA Robert Wilkie…,09-08-2020 11:23:34"
"Thanks Curt. Great pitcher!!! https://t.co/pMq197KahK,09-08-2020 11:25:44"
"RT @paulsperry_: BREAKING: Hill Republicans suspect disputed anonymous story re Trump disrespecting fallen war vets was planted by Biden ca…,09-08-2020 11:27:50"
"RT @paulsperry_: Strzok also brazenly contradicted recently declassified internal FBI documents and misrepresented what IG Horowitz found i…,09-08-2020 11:28:35"
"Great! https://t.co/hNoWMavLfv,09-08-2020 11:29:05"
"RT @marklevinshow: Another unimpeachable witness denies Atlantic story.  But media won’t give it up.https://t.co/ZVQhhFcyRM,09-08-2020 11:29:26"
"RT @JohnWHuber: If they were only ""overworked"" the mistakes would have been negative and positive for Page/Trump. Except all of the ""mista…,09-08-2020 11:30:54"
"Thank you Boris working great together! https://t.co/84LabKf513,09-08-2020 11:32:18"
"Because the CORRUPT MEDIA doesn’t want to show all of our good work in that it will hurt the Radical Left’s Election chances! #MAGA https://t.co/gMeo5IOgd9,09-08-2020 11:37:02"
"RT @JohnWHuber: There are the receipts. Those are the facts. The actual documents that anyone can look up for themselves.Real journalists…,09-08-2020 11:38:20"
"RT @AndrewCMcCarthy: It’s a Straight Line from Biden to BLM - my weekend @NRO column ... https://t.co/n8AaO9vrpm,09-08-2020 11:38:34"
"RT @JohnWHuber: Big,09-08-2020 11:38:54"
"RT @Techno_Fog: Flynn update - the DOJ and Flynn have filed a motion to expedite the resolution of the case.The parties ""agree that this…,09-08-2020 11:39:13"
"RT @JohnWHuber: Just a reminder that the official line is that the investigation was never into the Trump campaign. Comey denied that under…,09-08-2020 11:40:03"
"RT @JohnWHuber: COMEY (under oath): “The Trump campaign was not under investigation” 🤔 https://t.co/eZZpohlWzh,09-08-2020 11:40:16"
"RT @JohnWHuber: Of course what really happened is the investigation WAS into the campaign and ultimately really into Trump himself all al…,09-08-2020 11:40:34"
"RT @Surabees: How do we know @JeffreyGoldberg engaged in political activism &amp; not journalism with his hoax of a story?Simple: He excluded…,09-08-2020 11:41:18"
"RT @JohnWHuber: So the decision was made on the basis of the weather but Trump might have said something after? Wow you’ve cracked this wi…,09-08-2020 11:41:38"
"RT @JohnWHuber: Remember the media’s spin is that this group is full of Trump supporters. Does anyone know a Trump supporter who is a fan o…,09-08-2020 11:42:00"
"RT @JohnWHuber: In case you missed the lesson in journalism school you’re looking for the “source” to say “did.”The President “did” say…,09-08-2020 11:42:51"
"RT @JohnWHuber: And even if you had that - which you do not - you’d then need an explanation of why all of the other on the record sources…,09-08-2020 11:43:11"
"RT @bennyjohnson: Exclusive: Zach Fuentes Top Aide to John Kelly Denies Atlantic Story About Trump“Every person who was allegedly in th…,09-08-2020 11:45:34"
"Rigged Election! https://t.co/agmPI8kkRV,09-08-2020 11:46:15"
"RT @bennyjohnson: This is what America is really like despite what Democrats want you to think.They want us divided. https://t.co/SS5W8…,09-08-2020 11:47:12"
"RT @ArthurSchwartz: General Kelly’s deputy — who was in the room — is now on record saying that The Atlantic story is complete bullshit.…,09-08-2020 11:47:32"
"RT @SeanParnellUSA: .@ConorLambPA marched with this movement. A movement that’s now terrorizing our own community.I condemned it immediat…,09-08-2020 11:48:10"
"RT @DLoesch: This isn’t about black lives this is about Marxism.,09-08-2020 11:48:58"
"RT @realJeffreyLord: John Bolton Rejects Atlantic Story: 'I Was There'; 'I Didn't Hear That' https://t.co/1QO4NwaPGd,09-08-2020 11:49:16"
"RT @DineshDSouza: BIG ANNOUNCEMENT: My new film “Trump Card” will be available on demand October 9. Also on DVD.This way every American c…,09-08-2020 11:49:29"
"RT @realJeffreyLord: Tucker Carlson Scorches Biden Media for Elevating Anti-Semite Jacob Blake Sr. as 'Moral Authority' | Newsbusters http…,09-08-2020 11:49:50"
"RT @realJeffreyLord: The economy created another 1.4 million jobs last month defying the pessimists. https://t.co/3VWNJW5iOP via @WSJ,09-08-2020 11:50:01"
"RT @realJeffreyLord: Trump came to Dover after my wife was killed fighting ISIS. He absolutely respects our service. https://t.co/5OYvviOxA3,09-08-2020 11:50:28"
"RT @realJeffreyLord: Dinesh D'Souza says recent riots and political unrest could lead to 'rise of citizen militias around the country' | Fo…,09-08-2020 11:50:44"
"RT @realJeffreyLord: Michael Goodwin: The New York Times Times is plunging head first into new depths of partisanship and deceithttps://t…,09-08-2020 11:51:05"
